管轄市町村名,避難先名称,避難種別,指定区分,指定場所,災害区分,土砂災害・浸水・津波浸水予測地域,風水害,津波,耐震性,備蓄の有無,備蓄品目,標高（m）,経度,緯度,発電機の有無,発動発電機（可搬型）,自家発電機,施設面積〈屋内〉（㎡）,施設面積〈屋外〉（㎡）,収容人数(避難所),収容人数(避難場所）,所在地,備考1
串本町,上野山にしき園,福祉避難所,指定福祉避難所,,,,,,,,,62,135.83864,33.515235,,,,,,10,,串本町津荷29-2,
串本町,上野山にしき園,避難所を兼ねる避難場所,,,津波　,,,☆☆☆,耐震　,,,62,135.838792,33.515129,,,,,,10,50,串本町津荷29-2,
串本町,奥の谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.776926,33.476945,,,,,,,30,串本町串本,
串本町,海蔵寺,避難所を兼ねる避難場所,,,地震　津波　,土砂災害予測地域　,,☆☆☆,,○,アルファ米、毛布,10,135.806401,33.505721,,,,89,,30,30,串本町伊串144,
串本町,海蔵寺,避難所を兼ねる避難場所,,津波避難目標地点,洪水　地震　津波　,,☆,☆☆☆,,,,13,135.704296,33.492735,,,,51,,17,17,串本町江田528,
串本町,串本町学校給食センター,避難所を兼ねる避難場所,,,地震　津波　,,,☆☆☆,耐震　,,,17,135.776145,33.471229,,,,,,320,,串本町串本713,
串本町,串本町リサイクルセンター,避難場所,,,津波　,,,☆☆☆,,,,70,135.724569,33.486756,,,,,,,,串本町田並2288-1,
串本町,佐居裏山,避難場所,,,津波　,,,☆☆☆,,,,9,135.721286,33.489642,,,,,,,,串本町田並,
串本町,潮岬あゆみ園,福祉避難所,指定福祉避難所,,,,,,,,,70,135.778489,33.454934,,,,,,10,,串本町潮岬659,
串本町,潮岬あゆみ園,避難所を兼ねる避難場所,,,津波　,,,☆☆☆,耐震　,,,70,135.778719,33.454733,,,,,,,50,串本町潮岬659,
串本町,通園らっこ,福祉避難所,指定福祉避難所,,洪水　,,,,耐震　,,,70,135.833665,33.519652,,,,,,10,,串本町津荷250-1,
串本町,津波避難タワー（田並）,避難場所,,,津波　,,,☆,耐震　,,,9,135.717428,33.48545,,,,,,,12,串本町田並1073-3,
串本町,天理の丘南,避難場所,,,津波　,,,☆☆☆,,,,9,135.738344,33.486574,,,,,,,,串本町有田,
串本町,中谷倉庫,避難場所,,,洪水　津波　,,☆☆☆,☆☆☆,,,,10,135.807963,33.531174,,,,,,,10,串本町古田,
串本町,中の平見中腹,避難場所,,,津波　,,,☆☆☆,,,,27,135.684236,33.492023,,,,,,,,串本町田子,
串本町,にしき園,福祉避難所,指定福祉避難所,,,土砂災害予測地域　津波浸水予測地域,,,耐震　,,,9,135.768953,33.489073,,,,,,25,,串本町二色160,
串本町,ほっとハウスうわの園,福祉避難所,指定福祉避難所,,,,,,,,,70,135.778489,33.454934,,,,,,10,,串本町潮岬659,
串本町,港谷,避難場所,,,津波　,,,☆☆☆,,,,12,135.737588,33.488412,,,,,,,,串本町有田,
串本町,カジヤ裏,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.761081,33.484935,,,,,,,20,串本町高富,
串本町,稲荷山５,避難場所,,,津波　,,,☆☆☆,,,,13,135.839072,33.518617,,,,,,,,串本町津荷,
串本町,稲荷山４,避難場所,,,津波　,,,☆☆☆,,,,16,135.839579,33.518387,,,,,,,,串本町津荷,
串本町,ＪＲ保線管理ビル,避難場所,,,津波　,,,☆,,,,7,135.821213,33.518009,,,,,,,,串本町西向,
串本町,経塚,避難場所,,,津波　,,,☆☆☆,,,,17,135.817634,33.512604,,,,,,,,串本町神野川,
串本町,阿部付近,避難場所,,,津波　,,,☆☆☆,,,,21,135.779027,33.481445,,,,,,,,串本町鬮野川,
串本町,鈴木宅付近,避難場所,,,津波　,,,☆☆☆,,,,46,135.851548,33.465683,,,,,,,,串本町樫野,
串本町,福島宅付近,避難場所,,,津波　,,,☆☆☆,,,,46,135.85077,33.466374,,,,,,,,串本町樫野,
串本町,バス停港口,避難場所,,,津波　,,,☆☆☆,,,,23,135.852421,33.468318,,,,,,,,串本町樫野,
串本町,和助の山B,避難場所,,,津波　,,,☆☆☆,,,,20,135.739946,33.486808,,,,,,,,串本町有田,
串本町,井城跡地,避難場所,,,津波　,,,☆☆☆,,,,13,135.79261,33.449902,,,,,,,,串本町出雲,
串本町,尾の浦付近,避難場所,,,津波　,,,☆☆☆,,,,19,135.786372,33.450021,,,,,,,,串本町出雲,
串本町,くしもと町立病院,避難場所,,,津波　,,,☆☆☆,,,,53,135.784483,33.484762,,,,,,,,串本町サンゴ台691-7,
串本町,錦江山北,避難場所,,,津波　,,,☆☆☆,,,,20,135.772983,33.475174,,,,,,,,串本町串本,
串本町,バス停裏,避難場所,,,津波　,,,☆☆☆,,,,18,135.775015,33.474824,,,,,,,,串本町串本,
串本町,広原宅裏,避難場所,,,津波　,,,☆☆☆,,,,21,135.775237,33.475142,,,,,,,,串本町串本,
串本町,大江戸温泉物語（４階以上）,避難場所,,,津波　,,,☆,,,,12,135.788485,33.479603,,,,,,,,串本町串本2300-1,
串本町,ホテルシーカンス,避難場所,,,津波　,,,☆,,,,15,135.781603,33.469268,,,,,,,,串本町串本1735-33,
串本町,稲垣裏山,避難場所,,,津波　,,,☆☆☆,,,,30,135.762974,33.490828,,,,,,,,串本町高富,
串本町,小西マンション（屋上）,避難場所,,津波避難目標地点,津波　,津波浸水予測地域,,☆,耐震　,,,,135.780891,33.470401,,,,,,,200,串本町串本1547-7,
串本町,西向中学校（３階以上）,避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　,,☆,,耐震　,,,15,135.818107,33.510269,,,,731,,,244,串本町西向922,
串本町,海林寺,避難場所,,,地震　,,,,,○,無線機,16,135.796874,33.502044,,,,80,,27,27,串本町姫160,
串本町,出雲集会所,避難場所,,,地震　,,,,耐震　,,,8,135.7915,33.448863,,,,250,,83,83,串本町出雲1027-7,
串本町,田ノ崎,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,28,135.710037,33.483569,,,,,,,40,串本町田並,
串本町,かまとこの平見,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,50,135.888496,33.540329,,,,,,,15,串本町田原,
串本町,展望台,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,71,135.877376,33.532799,,,,,,,10,串本町田原,
串本町,むねの平見３,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,50,135.874266,33.535582,,,,,,,20,串本町田原,
串本町,むねの平見２,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,50,135.873192,33.536142,,,,,,,10,串本町田原,
串本町,むねの平見１,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,50,135.873224,33.536985,,,,,,,10,串本町田原,
串本町,坊の山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,53,135.868562,33.540137,,,,,,,30,串本町田原,
串本町,たん谷,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,54,135.866794,33.53752,,,,,,,20,串本町田原,
串本町,せーべの平見,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,55,135.867113,33.534948,,,,,,,30,串本町田原,
串本町,五平山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,48,135.868312,33.533641,,,,,,,35,串本町田原,
串本町,えびす,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.869671,33.532824,,,,,,,30,串本町田原,
串本町,黒潮台,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,24,135.865737,33.530914,,,,,,,15,串本町田原,
串本町,田原小学校（２階以上）,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　津波浸水予測地域,☆,☆,耐震　,○,アルファ米,8,135.868515,33.539116,,,,726,,,242,串本町田原725,
串本町,津波避難タワー（田原）,避難場所,,津波避難目標地点,津波　,津波浸水予測地域,,☆,耐震　,○,簡易トイレ、アルファ米、保存水、毛布、ブルーシート,3.9,135.870269,33.534991,,,,,35,,12,串本町田原428,
串本町,宮様の山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.842169,33.519442,,,,,,,20,串本町津荷,
串本町,小畑裏,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,17,135.840387,33.517279,,,,,,,15,串本町津荷,
串本町,佐藤宅付近,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,26,135.84006,33.515035,,,,,,,10,串本町津荷,
串本町,上野山こども園,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,耐震　,,,60,135.836762,33.51549,,,,,,,50,串本町津荷29-2,
串本町,稲荷山３,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.83968,33.519281,,,,,,,10,串本町津荷,
串本町,稲荷山２,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.839855,33.519005,,,,,,,10,串本町津荷,
串本町,稲荷山１,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.839946,33.518658,,,,,,,10,串本町津荷,
串本町,志うけの谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,16,135.839457,33.517062,,,,,,,10,串本町津荷,
串本町,永明寺裏,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,19,135.838581,33.520285,,,,,,,10,串本町津荷,
串本町,上地,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,15,135.83686,33.523766,,,,,,,20,串本町津荷,
串本町,上野山北,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,26,135.836458,33.520203,,,,,,,10,串本町津荷,
串本町,上野山防災広場,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,76,135.831933,33.519069,,,,,,,300,串本町上野山,
串本町,旧上野山保育所,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,耐震　,,,62,135.83107,33.516747,,,,191,,,64,串本町上野山143,
串本町,造船所裏,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,15,135.83537,33.514347,,,,,,,20,串本町古座,
串本町,旧古座川病院裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,25,135.831842,33.515503,,,,,,,25,串本町古座,
串本町,中ノ谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,25,135.830315,33.515136,,,,,,,20,串本町古座,
串本町,青原寺,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,29,135.828939,33.516373,,,,,,,25,串本町古座,
串本町,阿弥陀寺,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,25,135.828191,33.517641,,,,89,,,30,串本町古座,
串本町,右東谷津荷線登り口,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,14,135.828255,33.51913,,,,,,,10,串本町中湊,
串本町,正法寺,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,9,135.825653,33.52395,,,,53,,,18,串本町中湊,
串本町,栗原（河内様裏山）,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,22,135.808783,33.534956,,,,,,,10,串本町古田,
串本町,地主神社,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,8,135.809703,33.532697,,,,,,,13,串本町古田,
串本町,市谷広場,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,12,135.808686,33.531155,,,,,,,15,串本町古田,
串本町,古田第２浄水場付近,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,19,135.808917,33.530296,,,,,,,15,串本町古田322,
串本町,山口谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.813292,33.527771,,,,,,,20,串本町古田,
串本町,岩渕谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.814204,33.52664,,,,,,,20,串本町古田,
串本町,大神神社入口,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,16,135.818271,33.522812,,,,,,,20,串本町西向,
串本町,カジヤ谷,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,16,135.818612,33.522114,,,,,,,25,串本町西向,
串本町,青年クラブ裏山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.819246,33.520753,,,,,,,20,串本町西向,
串本町,新宮保健所串本支所（2階以上）,避難場所,,風水害（２階以上）,洪水　崖崩れ・土石流及び地滑り　,津波浸水予測地域,☆☆☆,,耐震　,,,8,135.820885,33.520644,,,,,,,30,串本町西向,
串本町,護国神社跡,避難場所,,津波避難目標地点,洪水　津波　,,,☆☆☆,,,,21,135.819554,33.519047,,,,,,,30,串本町西向,
串本町,串本町役場古座分庁舎（３階以上）,避難場所,,津波避難目標地点,洪水　崖崩れ・土石流及び地滑り　,浸水予測地域　津波浸水予測地域,☆☆☆,,耐震　,○,アルファ米、毛布、衛星携帯電話、無線機,12,135.822887,33.518133,,,,1053,,,351,串本町西向359,
串本町,津波避難タワー（西向）,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,土砂災害予測地域　津波浸水予測地域,,☆☆,耐震　,○,簡易トイレ、毛布、ブルーシート,12,135.823326,33.516241,,,,,50,,17,串本町西向536,
串本町,火伏の森周辺,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,10,135.821638,33.516569,,,,,,,10,串本町西向,
串本町,岡田山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,19,135.819676,33.515576,,,,,,,25,串本町西向,
串本町,地主神社裏山,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,19,135.818196,33.51494,,,,,,,20,串本町神野川,
串本町,浅利裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.816192,33.513786,,,,,,,15,串本町神野川,
串本町,坂畑の山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.807599,33.519693,,,,,,,15,串本町神野川,
串本町,西向小学校裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,21,135.820158,33.515219,,,,,,,,串本町西向638,
串本町,目津の谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,12,135.814598,33.510811,,,,,,,20,串本町西向,
串本町,目津平見,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,24,135.81559,33.50768,,,,,,,20,串本町西向,
串本町,目津墓地,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,16,135.814592,33.50738,,,,,,,30,串本町西向,
串本町,大浦墓地,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,16,135.812187,33.504646,,,,,,,25,串本町西向,
串本町,大浦町営住宅裏山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,27,135.811195,33.503738,,,,,,,30,串本町西向,
串本町,五輪山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,19,135.808804,33.504364,,,,,,,25,串本町伊串,
串本町,山ノ神,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,19,135.803803,33.506113,,,,,,,20,串本町伊串,
串本町,地蔵様上,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,19,135.80403,33.507957,,,,,,,15,串本町伊串,
串本町,ドウ谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,14,135.80263,33.506985,,,,,,,30,串本町伊串,
串本町,セドノ山,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,16,135.802749,33.503919,,,,,,,30,串本町伊串,
串本町,尾崎みかん園,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,20,135.802503,33.504078,,,,,,,25,串本町伊串,
串本町,山見登り口,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,12,135.803318,33.50261,,,,,,,25,串本町伊串,
串本町,崩れ,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,25,135.80226,33.501289,,,,,,,35,串本町姫,
串本町,旧養春小学校裏山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,23,135.800662,33.501105,,,,,,,30,串本町姫,
串本町,中山蜜柑畑,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,13,135.800044,33.501557,,,,,,,20,串本町姫,
串本町,いちすけ裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,17,135.798425,33.501879,,,,,,,30,串本町姫,
串本町,稲荷山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.797879,33.501843,,,,,,,35,串本町姫,
串本町,海林寺裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,○,無線機,16,135.796874,33.502044,,,,,,,40,串本町姫,
串本町,池田山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,24,135.79554,33.501615,,,,,,,25,串本町姫,
串本町,かじや山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,23,135.796239,33.499995,,,,,,,30,串本町姫,
串本町,井上山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,16,135.794919,33.49868,,,,,,,15,串本町姫,
串本町,しりでの坂,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,24,135.795458,33.494844,,,,,,,10,串本町姫,
串本町,JRトンネル上,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,24,135.794153,33.489328,,,,,,,25,串本町鬮野川,
串本町,坂地うどん店駐車場付近,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,13,135.792655,33.489158,,,,,,,25,串本町鬮野川,
串本町,六勝寺跡,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,19,135.792928,33.488549,,,,,,,40,串本町鬮野川,
串本町,橋杭集会所上,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,○,,16,135.791744,33.487602,,,,,,,50,串本町鬮野川,
串本町,西地坂道,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,○,間仕切り,30,135.790782,33.486664,,,,,,,35,串本町鬮野川,
串本町,西地墓地上,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.789401,33.484988,,,,,,,30,串本町鬮野川,
串本町,大乗郷,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,9,135.776967,33.483077,,,,,,,20,串本町鬮野川,
串本町,釣り公園裏山,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,30,135.849701,33.470748,,,,,,,15,串本町樫野,
串本町,須江崎の坂,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,34,135.827269,33.45538,,,,,,,25,串本町須江,
串本町,須江消防屯所,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,27,135.82582,33.456508,,,,,,,35,串本町須江,
串本町,中尾の坂,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,21,135.826925,33.457188,,,,,,,30,串本町須江,
串本町,カケノ農道,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,31,135.829974,33.458668,,,,,,,15,串本町須江,
串本町,旧須江小学校,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,53,135.827301,33.459513,,,,,,,20,串本町須江,
串本町,大島保育所裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,27,135.809431,33.476626,,,,,,,30,串本町大島,
串本町,温泉前,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,24,135.804044,33.47172,,,,,,,40,串本町大島,
串本町,水門神社,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,39,135.804724,33.471637,,,,,,,50,串本町大島73-2,
串本町,忠魂碑,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,20,135.802515,33.469835,,,,,,,30,串本町大島,
